Lkm,rolloff0,rolloff0.05,rolloff0.1,rolloff0.2,rolloff0.3,rolloff0.4,rolloff0.5
28,0.243821524926126,0.254279843117443,0.274062459230682,0.320716782747597,0.361450326938291,0.389100458753061,0.409566078311676
28.5,0.24793552724151,0.258363568469407,0.278927158310927,0.327098299803464,0.366315812496801,0.393201234464863,0.413396180986976
29,0.252833915900259,0.259867632518916,0.278086356451713,0.330105688884975,0.36916932972062,0.395621056335564,0.418297292898819
29.5,0.25552627302494,0.264269269599058,0.287531000824532,0.334956307018268,0.371731333834189,0.399854382387307,0.419803604661058
30,0.261801475829846,0.264437179829322,0.290391097786462,0.335509951829727,0.376332014685366,0.402545186618315,0.423038203455618
30.5,0.262689708278781,0.267147593387714,0.294685471462459,0.340324082364313,0.375161884959453,0.404778301337193,0.428344541440175
31,0.269479213662115,0.275740800461108,0.298718595619268,0.345583226538585,0.380323901487402,0.408987132002378,0.426224299650998
31.5,0.272013927037707,0.274984208653327,0.300444586156527,0.350717528320968,0.385031699032507,0.411354913376749,0.429819779261764
32,0.271397254181969,0.281860046462047,0.302504623460518,0.350209965812744,0.385748317596745,0.414565272540011,0.435985831164115
32.5,0.276433957347297,0.284265894444078,0.310326197039544,0.353652388439791,0.386951797332614,0.416345135183031,0.436474887880747
33,0.279169760300419,0.289872293561621,0.312103708775986,0.353523103685358,0.392807715309013,0.420823312756134,0.438299309060655
33.5,0.283032986986871,0.292168414319988,0.317420287897849,0.358025819695872,0.394386740462913,0.422318207955195,0.441579408190009
34,0.285233571294792,0.293017440310652,0.315172711937721,0.364800241868204,0.396538508741522,0.424178266909381,0.44079973078961
34.5,0.286784174109033,0.296203298112993,0.319546648690507,0.363885172079207,0.398559428959625,0.424817926324716,0.445720103144168
35,0.288624282599653,0.301629722752709,0.321647060415503,0.3664687007795,0.401515917727735,0.428198231170738,0.448808746262746
35.5,0.293798779253793,0.301621578640533,0.324545313661675,0.368032844215823,0.402075972492017,0.43053052873369,0.451373057555055
36,0.295344217049208,0.306019005184107,0.330718095159774,0.371368410956087,0.404105275447972,0.429922384301758,0.452585993664511
36.5,0.300576440794446,0.305154682057918,0.326522646149515,0.375415075259431,0.407537641941924,0.434113246059285,0.454950403538478
37,0.298888259417266,0.307236896860155,0.331741210979334,0.375416912329154,0.410956566496539,0.4383045990499,0.456462050065909
37.5,0.30504827676902,0.309994815427539,0.335313302978255,0.376187418325823,0.40904652654426,0.437547625207149,0.458130866439142
38,0.305670051733586,0.314490974084286,0.335892533439892,0.377953181968153,0.413175987866577,0.439782986678886,0.456177388407702
38.5,0.308298185903306,0.310256886079707,0.338406443114948,0.381231091778258,0.413259422076449,0.439273851302819,0.461501865792867
39,0.31245169464712,0.317802768349502,0.342598729173733,0.38289498414543,0.415826554872867,0.44051079058047,0.460303275399598
39.5,0.31011675578961,0.322774246156108,0.341888950547279,0.388373237388367,0.41867286425887,0.44358004392587,0.461928866173089
40,0.312602096904839,0.321606379788133,0.347031654497545,0.388220898312312,0.419111373685976,0.447547015907319,0.461920050171657
40.5,0.315919605817646,0.323564460202546,0.346391236049454,0.388072085268925,0.420621298746686,0.444392921949303,0.468227809655269
41,0.316554010236821,0.322036569835964,0.348302286520952,0.389979150486031,0.428392425779187,0.448476826859092,0.469870933404957
41.5,0.319576305855645,0.32598182010949,0.347100889852532,0.39013362041194,0.424854047618996,0.452859597441789,0.470781099072883
42,0.319881092815523,0.325682598771123,0.350846133987145,0.393886302406238,0.425980450632682,0.454088029857554,0.471821609206549
42.5,0.324598142318764,0.331864805441477,0.35394589849981,0.394260213336762,0.42438119397023,0.454156009444654,0.471959559972062
43,0.323806709962863,0.333604151274766,0.35263534400438,0.394634341204622,0.42901545240908,0.454804514547527,0.474985093264088
43.5,0.323353889000112,0.335316331313294,0.351292985889433,0.391837253724199,0.424712392335742,0.457174248653507,0.476533431508383
44,0.32560007344784,0.332482689096056,0.355646678564455,0.395304628354566,0.430756565122243,0.456229396522212,0.475444112649638
44.5,0.329964713779039,0.333495802643476,0.356951942568181,0.396882277003228,0.432229111908852,0.457489479829526,0.479018884991251
45,0.325921291407718,0.337424872515841,0.359052523538437,0.398458032341527,0.430139788789303,0.457584463003183,0.476271591919768
45.5,0.332220833226291,0.337177413553004,0.359861909723903,0.401429627039782,0.433588349593274,0.460237111095013,0.482835968452838
46,0.331111221468377,0.33850483201106,0.360099083861901,0.401455915045675,0.432601347521265,0.462679312672143,0.479082740987455
46.5,0.331793199011865,0.340451313300383,0.360904635658635,0.401601778237384,0.438770241230099,0.465332079941218,0.480992428090964
47,0.327894425666646,0.337186670973961,0.362454441527658,0.405410845773724,0.440485723123121,0.467955949532006,0.480843346535349
47.5,0.336830835854176,0.343595405470201,0.359721310528041,0.404208377335492,0.437325464126042,0.465135674133924,0.485400694232429
48,0.333535901665105,0.34075699783187,0.363711024379592,0.407025213264252,0.440508633278624,0.468196479572243,0.484236061718621
48.5,0.335100737670208,0.343536032466868,0.365267709290875,0.408321684827239,0.437051982959455,0.468428105903501,0.486615458689717
49,0.336632665035456,0.348019295567188,0.369266463515481,0.406265958854232,0.443736872080878,0.46985733936246,0.48401916671037
49.5,0.337167094542669,0.347372763138271,0.367121274254919,0.40715726566575,0.440772188636048,0.470713812451926,0.486889127783483
50,0.340507459658555,0.348439677380615,0.36891198375517,0.406276386349934,0.442475018398691,0.471427231508777,0.489630042369774
50.5,0.34102040872279,0.343659683132076,0.370122862241351,0.407717466701455,0.444702559130286,0.469384962188949,0.488060077025836
51,0.340032066021921,0.350940072796095,0.369490258378198,0.409808301533282,0.44758023902877,0.470052743037581,0.488217612509042
51.5,0.342529690737485,0.349122440568514,0.369945069235552,0.412303534405345,0.444171300449149,0.468443705713991,0.49056613520694
52,0.340643020365464,0.350927587692269,0.372594300351096,0.410362656769323,0.449915147077215,0.477113839846211,0.494321708680947
52.5,0.344003365948653,0.349362829710177,0.369130541453967,0.412777986145508,0.444286791480454,0.474983552517061,0.493287632939561
53,0.342861077522599,0.351460184844399,0.375545330710849,0.415655885496627,0.450806012202111,0.478718537160564,0.491626203356978
53.5,0.344752827046919,0.351069133447382,0.374638618545286,0.417787876048293,0.448916691855465,0.476544889209111,0.494147401459302
54,0.343815993219586,0.351830963654927,0.378885410573597,0.414401464306933,0.451239156019758,0.477774883225893,0.496750671731193
54.5,0.345571588825844,0.350761500077285,0.3760639338994,0.418304989530896,0.449463674001835,0.477473812132673,0.496638267817958
55,0.346170096555218,0.353778325033325,0.37781614526408,0.419339774553299,0.452601666096828,0.481450717645179,0.495528320947937
55.5,0.346910957088773,0.353694724831949,0.37758062210607,0.421049897042207,0.452104934718502,0.47815163934925,0.495814228681684
56,0.342895243938854,0.355096071160288,0.374550559820853,0.420120457462989,0.454465670293673,0.48096682136022,0.497581716675303
56.5,0.345775590100765,0.356877335068153,0.373039447788998,0.418456052756548,0.449621350059325,0.479526319943896,0.499498480896026
57,0.35102299335865,0.356655963830277,0.382081363689581,0.419017262165182,0.45534724310192,0.483192592539983,0.498695319150859
57.5,0.354647207110662,0.359680880698378,0.37638691561355,0.424376996577276,0.454490720252975,0.482920339717173,0.503291752250384
58,0.347489148558522,0.356902658836414,0.379546743324682,0.420597822597438,0.458938452837215,0.486145907377494,0.499609622746458
58.5,0.350574536050601,0.36053255990789,0.377692542421149,0.419345351039553,0.456639531024481,0.48237676205197,0.498725658818188
59,0.351473205775236,0.355109098501128,0.380322131435908,0.424611279872989,0.459856237617034,0.484736949806031,0.503654201685997
59.5,0.354856932062506,0.362811345081138,0.380134397856412,0.422759404767261,0.454877427976841,0.487683850543627,0.499374539141455
60,0.350108099757114,0.361689797039906,0.385485943590156,0.421082321711764,0.457079278232023,0.485771053003668,0.502107594398889
60.5,0.353297807862933,0.363860976545208,0.386557273598762,0.425916946743195,0.462287458242655,0.491198940879895,0.506547823519016
61,0.356203831752126,0.364412019745801,0.387057605036982,0.424578171530895,0.459531233609842,0.489136651872042,0.505657907152541
61.5,0.356698066431127,0.361111873356196,0.388855754140849,0.425771955673081,0.459312033416891,0.485583194179041,0.504650155878409
62,0.358043473858263,0.36271777585835,0.385029328182981,0.423310593662753,0.463137576412506,0.49089139088845,0.509750226587073
62.5,0.353464397435848,0.366502045955118,0.388497210343408,0.431901379317801,0.462045960266031,0.490275624736632,0.508007125489348
63,0.356042804068205,0.368246147278705,0.386371140014948,0.431884047769484,0.465348601170084,0.489233914278698,0.512434249112528
63.5,0.359110093361461,0.366026877685415,0.387914813317218,0.426752520375718,0.463322830833259,0.48952844549627,0.512597264917101
64,0.356762334565098,0.364653841297001,0.388458660546442,0.43016198394221,0.462690866189528,0.493797169128957,0.508679022569372
64.5,0.35280259616342,0.366650362100643,0.389239409463559,0.427972777664709,0.465454541337341,0.494475883296944,0.510676086716076
65,0.363487121534119,0.36939710842561,0.38842139497967,0.427485755711046,0.467966503478548,0.493265771400182,0.509949414348307
65.5,0.358559315972369,0.373950557204464,0.390015505071766,0.432569346190731,0.461723647013606,0.495561977540696,0.514089833401902
66,0.361277941516725,0.367976405231951,0.391008764229723,0.432282522419367,0.469038323576271,0.494412818127611,0.512589346441216
66.5,0.364787602871107,0.370613453217819,0.393688374038244,0.433784381240353,0.466634702429376,0.49398859098101,0.515592952728803
67,0.362113339548347,0.371186576719504,0.390977903480781,0.434696829947315,0.463358656434267,0.493719396448598,0.51334699005228
67.5,0.360803920505262,0.373645994758008,0.39248894025431,0.436788245662919,0.470612196193056,0.496443641163724,0.514168053207434
68,0.363009792998223,0.36788411484238,0.3948805695979,0.435913725845668,0.470019633993208,0.495663351068079,0.511345818253355
68.5,0.366626886980106,0.373894518504898,0.393955940783678,0.435177910236023,0.467918744524717,0.498317469442419,0.513941618187161
69,0.357867575551982,0.370807396293596,0.396297511760773,0.440414594428092,0.471170033867783,0.493206628306105,0.513966256582597
69.5,0.358697392056218,0.374426214097705,0.395013222397524,0.434599787387559,0.472400275950307,0.502185991096791,0.515177487409337
70,0.36624285983322,0.374194699239304,0.395876720076299,0.439827465312268,0.473101717935622,0.501946194332414,0.516668212561157
70.5,0.363697627741421,0.377617006353466,0.395175424864479,0.441292648633718,0.471084935986132,0.498725441251481,0.514926765942117
71,0.370066624607956,0.373914473803705,0.397609557714277,0.436432541036274,0.473709644758976,0.501030511022907,0.512186786200748
71.5,0.364319149821848,0.375773172046254,0.393357102741323,0.438501813099118,0.473479656078815,0.499654359243138,0.517389216407111
72,0.368438388385185,0.376662701522086,0.39842258846794,0.439085495833605,0.471320405974004,0.500558240450713,0.519182085403096
72.5,0.372843719622742,0.376755681394769,0.400428274060411,0.441436694745309,0.47142503876196,0.505123142967602,0.518175711090269
73,0.371738688263941,0.379836168370609,0.397155065648496,0.441810181925461,0.471403498527982,0.502296840776459,0.516307249039181
73.5,0.365620028956675,0.377683974605111,0.403981558865003,0.439993904541527,0.471749991072695,0.501781448168586,0.520928067382715
74,0.369004803583976,0.377152248760846,0.401977598565104,0.438006280529876,0.47617258847038,0.50099212579645,0.518628079340223
74.5,0.370910459218175,0.379913537463012,0.400685239697018,0.436311625149504,0.473918581818147,0.499209529248008,0.520405309116223
75,0.370426472550379,0.378018188578915,0.397576040313441,0.444281322055987,0.476920011678941,0.499336035827835,0.521038262852376
75.5,0.371867405880087,0.378950218276388,0.404878051535341,0.441081567119599,0.478517659107436,0.50340229760845,0.51999507248474
76,0.374078890050948,0.378778566097148,0.403046145759979,0.445047794845166,0.474772826637657,0.502090744963926,0.518439493084666
76.5,0.374343531833755,0.383291230301227,0.406024324471895,0.444773898742985,0.477334069806421,0.504898909136096,0.518220762833004
77,0.376488002236257,0.375833786518618,0.403972115655991,0.446409453411689,0.479636611961003,0.504976736757825,0.516507072032011
77.5,0.372847142243637,0.38264394897704,0.4022075140259,0.448982644821075,0.476122024774347,0.502635129103031,0.520376814170973
78,0.370514776643502,0.379312703881508,0.403917316073342,0.447629867177121,0.47938026442635,0.509359417219316,0.521442051748684
78.5,0.369473452460429,0.381384279124211,0.407955882396411,0.441807224178992,0.479194806744183,0.508653795188467,0.522249124588255
79,0.372875266790739,0.385020993240158,0.407143743443804,0.441605645797458,0.483103246543096,0.504663086497527,0.5260859388411
79.5,0.377353136223789,0.383336757497134,0.409479198325987,0.446808969585071,0.478250491246465,0.505537258474942,0.522109912937871
80,0.376295334206171,0.382475515113256,0.403040965247639,0.444618345243741,0.480810416891812,0.509414207278188,0.524542178707681
80.5,0.3804903240302,0.384286026526712,0.405138723007093,0.444527328181826,0.4808784094763,0.509263102757344,0.528686569872824
81,0.376463119534792,0.380040711827998,0.401511262328385,0.450275103153971,0.48304415656736,0.510608320214233,0.524872528398064
81.5,0.373678639929693,0.382841493812724,0.408597106489136,0.445769824295551,0.480787317545783,0.505386676682183,0.527742813640567
82,0.378934456011702,0.384118042254,0.407437057902057,0.451410319486603,0.484231680019099,0.504148827422259,0.521327927716169
82.5,0.377685293741372,0.380710595589345,0.409802072259228,0.446062105533556,0.484245510652994,0.508714409384955,0.523168367460776
83,0.375389078829543,0.387658730835411,0.413009588510365,0.447958390229658,0.477973211128785,0.511166063571439,0.530520926562729
83.5,0.380725201508743,0.38986907510949,0.406532985390012,0.449505457156655,0.483467179109346,0.509005274280237,0.527956584837588
84,0.382779145400249,0.387910156153582,0.411548034437078,0.451447003118252,0.484148289799984,0.508964599897176,0.525502939660475
84.5,0.379251055950591,0.389536144441943,0.406455778630957,0.44813347890383,0.484858854032415,0.510567393475051,0.529769229315998
85,0.382333349322867,0.390142272711613,0.406267190405433,0.4505065443507,0.481425915277921,0.513593155839448,0.527216080851589
85.5,0.381452087806087,0.390439502397993,0.410962980772222,0.450771222907754,0.485027291423862,0.510627808244456,0.525110049872013
86,0.380816711374072,0.38526542880322,0.413223288526766,0.450339042498962,0.4829432888776,0.50967737021159,0.524052949320734
86.5,0.383732169809902,0.389569496070024,0.411767133658036,0.450923234040795,0.48622865429441,0.513571194900512,0.527140455038462
87,0.381495865302287,0.388594404986993,0.407704418075376,0.455190188212081,0.485605801674301,0.512788481020645,0.529053536940689
87.5,0.380881613027696,0.389110201074091,0.409549741438268,0.454404461592363,0.482887754660852,0.514863440579692,0.526789513061084
88,0.381301382862306,0.387266545182721,0.40890017838349,0.449682061249536,0.484610679394222,0.509070328190501,0.526725669757888
88.5,0.379393617381707,0.389040043473767,0.412723832935775,0.455018955422876,0.490664613073239,0.511216872522766,0.526695938405675
89,0.380012208567135,0.389862533267338,0.411353284377743,0.453448664142106,0.483508834955446,0.512545504459217,0.526803428769438
89.5,0.380598601143631,0.391053874595065,0.411550507463464,0.454788471380478,0.485944144479939,0.510189984670168,0.528415003867389
90,0.382764223676299,0.390901555716419,0.412481965082499,0.454974621712103,0.487688473475936,0.509946681994118,0.529248401478092
90.5,0.381585059049951,0.390361246170003,0.413232325978595,0.451799559535577,0.488550631498006,0.513246768397941,0.533600133303465
91,0.385807098265007,0.391827221861651,0.414918553195677,0.451153222246136,0.491344598769061,0.517242284443884,0.531345940309562
91.5,0.383738275042099,0.389586635851151,0.412943075583717,0.451048742405634,0.484419424159744,0.514436422073921,0.52866858531394
92,0.383455590437102,0.39078365987102,0.411485344500448,0.451501303411948,0.488153941816497,0.513327236228577,0.53066980789274
92.5,0.380044429103119,0.394661456089958,0.41274161178617,0.454353960379358,0.488505321257002,0.513928832814456,0.530867119115333
93,0.382701039725603,0.395045306571246,0.415965651779168,0.453373586761599,0.489359488983272,0.516354897966607,0.530907034928143
93.5,0.382830849597197,0.390667683432191,0.415806498691319,0.453079212806751,0.48921961854056,0.512986156528057,0.530920333259517
94,0.383872057289617,0.394570825951705,0.409002200739665,0.455224302019224,0.489614892036595,0.513814107209395,0.532905248752984
94.5,0.379660359971623,0.396762145754323,0.409081772424098,0.457512732282596,0.492470738382138,0.519096391415608,0.535273077867668
95,0.384406329844791,0.389835953409956,0.412729100229809,0.454296691231475,0.490819267196087,0.51463074324783,0.529379414311916
95.5,0.388845582695751,0.39030480503888,0.414988745159679,0.453588533372081,0.491810643515479,0.517340024178098,0.536659929428689
96,0.384594619581908,0.394261921583117,0.41637297478139,0.460623369763328,0.484954381307311,0.515280373328262,0.530884984744931
96.5,0.382752323499262,0.392255718690052,0.416356148159365,0.456961347087547,0.489747121735854,0.517265298377726,0.53764018151044
97,0.382054866560484,0.396179437746989,0.420696125346173,0.459205155482545,0.489535583053386,0.514686615459654,0.53396524450166
97.5,0.386908803361844,0.39453973679051,0.419764156818471,0.456595632744511,0.493826018914304,0.518857917638363,0.53552739925217
98,0.383578760884469,0.399584451357198,0.419507643358457,0.456712421587531,0.491825253197331,0.520292353597146,0.537788404070846
98.5,0.386564080438558,0.399126557817525,0.4198198870203,0.457818431414482,0.493871198926762,0.514914562935688,0.539527000401466
99,0.386363019409526,0.392588343123528,0.416299717215077,0.456756440143765,0.492755757757098,0.516310958192113,0.535415867794499
99.5,0.387834373886073,0.39370894013396,0.415990172838186,0.454735087815162,0.493412911996385,0.52054536988507,0.535532465112757
100,0.385918906163274,0.397547918422745,0.417470591471661,0.459297183969366,0.491897627359542,0.517357875880719,0.538158471408678
100.5,0.391643953483014,0.39974612649187,0.417906118778632,0.456306104325076,0.487767842296561,0.517144157226369,0.533818369286931
101,0.389611667611081,0.390030652501317,0.417975659778215,0.461165513883726,0.496170739722422,0.517331452335963,0.538098189696152
101.5,0.387384142853759,0.392000143579253,0.419356945745023,0.461463511085853,0.495462525369851,0.520873855899913,0.536964821518846
102,0.388744091729898,0.397368912970023,0.419652557331779,0.457798777292463,0.489849618682733,0.51988766700209,0.538698487420636
102.5,0.385275282812496,0.394117043835978,0.418624003851504,0.459257847826821,0.490441384163414,0.515099977654255,0.534210173377421
103,0.390795350116201,0.394499596815355,0.419166643309805,0.459160390623285,0.494137184602855,0.518102195453613,0.542431684021805
103.5,0.389831496781759,0.394943024405143,0.417168742872954,0.459109102793967,0.491122926181464,0.520365090150287,0.532041259572273
104,0.38574738387324,0.396703272201077,0.417827135425981,0.459716679156396,0.49333217827155,0.519323500421468,0.537506220894294
104.5,0.388878976963616,0.39618373590012,0.422225386811853,0.460645964119263,0.491620649075223,0.52206197830362,0.538434821479191
105,0.388966945869361,0.40223336030441,0.420176294197571,0.465057104356149,0.49854415727393,0.523058874476236,0.539677684605308
105.5,0.388692936082268,0.393092767053181,0.417647775816467,0.460004717506925,0.4934183936662,0.521670819154813,0.539187797267343
106,0.390830756951741,0.394529808696878,0.420966399103315,0.464762271977712,0.496050573305657,0.517714493501145,0.53958525381855
106.5,0.390400744649113,0.398850001760404,0.42372517758845,0.460809439179496,0.495057130881979,0.520788986374471,0.536784291492355
107,0.389013424529252,0.394809171079584,0.417381052009921,0.462141433406048,0.4894995442419,0.525096860974591,0.538561695080465
107.5,0.392284962149108,0.403336885190561,0.41865672010797,0.457496852268741,0.490937812593903,0.523405241951322,0.540304095861832
108,0.387680087651751,0.396505556851712,0.421940856510075,0.461392996070044,0.492814371417077,0.522062856660387,0.539763291834033
108.5,0.387264310327673,0.399272500126992,0.41983208153808,0.464338985401411,0.49784821686081,0.522717754819161,0.536442807324467
109,0.390569319954024,0.40117010380521,0.421054771052705,0.463295877322264,0.495653151567031,0.522514122272621,0.540154035821353
109.5,0.390603833124233,0.398574410541564,0.42162643392666,0.463859542817433,0.49346080624522,0.521551091302359,0.542749334210462
110,0.388438399224832,0.400232675626678,0.420825891798746,0.45843954990216,0.494369436398351,0.520482403528881,0.536191418612425
110.5,0.390230517561497,0.403541484353739,0.423676789902838,0.464579054325565,0.497186188658376,0.520235341641312,0.54235863344077
111,0.387263678530093,0.394943115350305,0.423217799769309,0.465315000410196,0.49075816485342,0.522241774654513,0.542948134584871
111.5,0.391765639645364,0.398567866491673,0.423214467215048,0.464354018472334,0.496793978164585,0.522334587505669,0.538552172159148
112,0.39018239614947,0.400785726497176,0.42349211647148,0.463237131751016,0.501888567177392,0.523845827605823,0.537749201873702
112.5,0.391842732589102,0.402913362119905,0.419668624101567,0.464394298167344,0.490496286085791,0.520877404201688,0.54067697366202
113,0.388859716764169,0.405194794757045,0.420699030439785,0.464614091474637,0.497878795387297,0.523529235231602,0.540331965352465
113.5,0.395939232786219,0.405443391094607,0.419054828438711,0.458657604510546,0.496217332437732,0.522037741166827,0.540258045671906
114,0.394169394379547,0.401657582895598,0.425896700324003,0.460497105450083,0.504089078626944,0.521386590868803,0.537903592774226
114.5,0.394205225963048,0.403393121623072,0.427783940177369,0.46339760668567,0.497290829389711,0.524955002801204,0.54013822836882
115,0.393122895624676,0.400338726842653,0.422332257758912,0.467795908948362,0.499521000580744,0.523043496942444,0.537008662698852
115.5,0.392998053399828,0.40381168289014,0.428496300306174,0.465200695718443,0.500600856465937,0.523201351450334,0.541152049128867
116,0.396849191813034,0.39855491966759,0.427607073864171,0.463662161968169,0.501159722960517,0.525129788875371,0.539440998951994
116.5,0.39930219226379,0.408653016617696,0.429613209586456,0.46177493334453,0.500817835618275,0.521769948264999,0.54015362512468
